-61;-61;-60;-60;-60;-59;-58;-57;-56;-55;-54;-53;-52;-50;-49;-48;-46;-45;-44;-44;-44;-46;-50;-61;-55;-53
-63;-63;-62;-61;-60;-59;-58;-57;-56;-55;-54;-53;-52;-50;-49;-48;-46;-45;-44;-43;-44;-45;-49;-57;-59;-56
-63;-63;-61;-60;-60;-59;-57;-57;-56;-55;-54;-53;-51;-50;-49;-47;-46;-45;-44;-43;-43;-45;-48;-54;-60;-60
-63;-63;-61;-60;-59;-58;-57;-56;-55;-55;-54;-53;-52;-50;-49;-47;-46;-45;-44;-43;-43;-45;-47;-52;-57;-61
-64;-62;-61;-60;-59;-58;-57;-56;-55;-54;-54;-53;-51;-50;-49;-47;-46;-45;-44;-44;-44;-45;-48;-52;-56;-60
-63;-62;-61;-60;-59;-58;-57;-56;-55;-54;-54;-53;-52;-51;-49;-48;-47;-46;-45;-44;-44;-45;-48;-52;-56;-59
-63;-62;-61;-60;-58;-58;-57;-56;-55;-54;-54;-53;-52;-51;-50;-48;-47;-46;-46;-45;-46;-47;-50;-55;-59;-62
-63;-62;-61;-60;-59;-57;-57;-56;-55;-54;-54;-53;-53;-52;-51;-50;-49;-48;-47;-46;-46;-47;-50;-54;-59;-62
-62;-62;-60;-59;-58;-57;-56;-55;-54;-54;-53;-53;-52;-51;-50;-49;-48;-48;-47;-47;-48;-50;-54;-59;-61;-62
-63;-62;-60;-59;-58;-56;-56;-55;-54;-54;-54;-53;-53;-52;-51;-51;-50;-49;-48;-48;-48;-49;-52;-56;-61;-62
-63;-61;-60;-58;-57;-56;-55;-54;-53;-53;-53;-52;-52;-51;-51;-50;-49;-49;-49;-49;-50;-52;-57;-61;-61;-61
-63;-61;-59;-58;-56;-55;-54;-54;-53;-53;-53;-53;-52;-52;-52;-51;-50;-50;-49;-49;-50;-51;-55;-60;-61;-61
-63;-61;-59;-57;-56;-54;-53;-53;-52;-52;-52;-52;-52;-51;-51;-51;-50;-50;-50;-50;-51;-54;-59;-61;-60;-61
-64;-61;-59;-57;-55;-54;-53;-52;-52;-52;-52;-52;-52;-52;-52;-52;-51;-51;-50;-50;-51;-52;-56;-60;-60;-60
-65;-61;-59;-56;-54;-53;-52;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-52;-55;-60;-60;-59;-60
-66;-62;-59;-56;-54;-53;-51;-51;-51;-51;-51;-51;-52;-53;-53;-52;-52;-52;-52;-52;-52;-54;-57;-62;-60;-60
-71;-65;-60;-57;-54;-52;-51;-50;-50;-50;-51;-51;-52;-53;-53;-53;-53;-53;-53;-54;-55;-58;-64;-59;-58;-59
-66;-70;-63;-59;-55;-53;-52;-51;-51;-52;-52;-53;-55;-56;-57;-57;-57;-57;-57;-57;-58;-60;-65;-60;-57;-58
-61;-62;-68;-65;-59;-56;-54;-54;-54;-55;-56;-57;-60;-61;-61;-61;-61;-61;-62;-62;-60;-57;-55;-54;-54;-55
-56;-56;-57;-59;-62;-64;-63;-62;-62;-60;-58;-56;-54;-53;-52;-51;-51;-51;-51;-51;-52;-52;-52;-52;-52;-54
-53;-52;-51;-51;-51;-51;-50;-50;-49;-49;-48;-47;-46;-46;-45;-45;-44;-44;-43;-43;-44;-45;-46;-47;-49;-52
-51;-49;-47;-46;-45;-44;-43;-43;-42;-42;-42;-42;-41;-41;-40;-40;-40;-40;-40;-40;-40;-41;-43;-45;-48;-51
-50;-48;-45;-43;-42;-41;-40;-40;-40;-40;-39;-39;-39;-39;-38;-38;-38;-38;-38;-38;-38;-39;-41;-44;-47;-50
-51;-48;-46;-44;-42;-41;-40;-40;-40;-39;-39;-39;-39;-39;-38;-38;-38;-38;-37;-38;-38;-39;-41;-44;-47;-50
-52;-51;-48;-46;-45;-44;-43;-42;-42;-42;-41;-41;-41;-41;-41;-40;-40;-40;-39;-40;-40;-41;-43;-45;-48;-51
-54;-53;-52;-50;-49;-47;-47;-46;-45;-45;-45;-45;-44;-44;-44;-43;-43;-42;-42;-42;-43;-44;-45;-47;-50;-53
