-42;-41;-40;-39;-38;-38;-38;-38;-38;-39;-42;-47;-61;-46;-41;-39;-38;-37;-36;-35;-33;-33;-33;-35;-38;-40
-40;-38;-37;-36;-36;-35;-35;-34;-35;-35;-37;-41;-52;-47;-40;-37;-36;-35;-34;-33;-32;-32;-32;-34;-37;-39
-38;-37;-36;-35;-34;-34;-33;-33;-33;-34;-36;-42;-57;-40;-36;-34;-33;-33;-32;-32;-31;-30;-31;-33;-35;-38
-37;-36;-34;-33;-33;-32;-31;-31;-31;-31;-33;-37;-52;-41;-35;-33;-32;-31;-31;-31;-30;-29;-30;-32;-34;-37
-36;-35;-34;-33;-32;-31;-31;-30;-30;-31;-33;-38;-56;-37;-33;-31;-30;-30;-30;-29;-29;-29;-29;-31;-33;-36
-36;-34;-33;-31;-31;-30;-29;-29;-29;-29;-31;-35;-53;-37;-32;-30;-29;-29;-29;-29;-28;-28;-29;-30;-32;-35
-35;-33;-32;-31;-30;-29;-29;-28;-28;-29;-31;-36;-56;-36;-31;-29;-28;-28;-28;-28;-27;-27;-28;-30;-32;-35
-34;-33;-31;-30;-29;-29;-28;-28;-28;-28;-30;-35;-54;-36;-31;-29;-28;-28;-28;-27;-27;-27;-28;-29;-32;-34
-34;-32;-31;-30;-29;-28;-28;-27;-28;-28;-30;-35;-57;-35;-30;-28;-28;-27;-27;-27;-27;-27;-28;-29;-31;-34
-34;-32;-31;-29;-29;-28;-28;-27;-27;-28;-30;-35;-57;-36;-30;-28;-27;-27;-27;-27;-26;-26;-27;-29;-31;-34
-33;-32;-30;-29;-28;-28;-27;-27;-27;-28;-30;-35;-56;-35;-30;-28;-27;-27;-27;-26;-26;-26;-27;-29;-31;-33
-33;-32;-30;-29;-28;-28;-27;-27;-27;-28;-30;-35;-58;-35;-30;-28;-27;-27;-27;-26;-26;-26;-27;-29;-31;-33
-33;-32;-30;-29;-28;-28;-27;-27;-27;-28;-30;-36;-55;-35;-30;-28;-27;-27;-27;-27;-26;-26;-27;-29;-31;-33
-33;-32;-30;-29;-28;-28;-27;-27;-27;-28;-30;-36;-56;-35;-30;-28;-27;-27;-27;-27;-26;-26;-27;-29;-31;-33
-33;-32;-30;-30;-29;-28;-28;-28;-28;-29;-31;-36;-54;-35;-30;-28;-28;-27;-27;-27;-27;-27;-28;-29;-32;-34
-34;-32;-31;-30;-29;-28;-28;-28;-28;-29;-31;-36;-55;-35;-30;-29;-28;-27;-27;-27;-27;-27;-28;-29;-32;-34
-34;-32;-31;-30;-30;-29;-29;-28;-29;-29;-32;-37;-53;-35;-31;-29;-28;-28;-28;-28;-28;-28;-29;-30;-32;-35
-34;-33;-32;-31;-30;-30;-29;-29;-29;-30;-32;-37;-55;-36;-32;-30;-29;-29;-29;-28;-28;-28;-29;-31;-33;-35
-35;-34;-33;-32;-31;-31;-30;-30;-30;-31;-33;-39;-55;-37;-33;-31;-30;-30;-30;-29;-29;-29;-30;-32;-34;-37
-36;-35;-34;-33;-32;-32;-31;-31;-32;-32;-35;-40;-56;-38;-34;-32;-31;-31;-31;-30;-30;-30;-31;-33;-35;-37
-38;-37;-35;-34;-34;-33;-33;-33;-33;-34;-36;-41;-65;-42;-37;-35;-34;-33;-33;-33;-32;-33;-33;-35;-37;-39
-40;-38;-37;-36;-35;-35;-35;-35;-35;-36;-38;-44;-61;-43;-38;-36;-35;-34;-34;-34;-34;-34;-35;-36;-38;-40
-42;-40;-39;-38;-37;-37;-37;-37;-37;-38;-40;-44;-56;-49;-43;-40;-38;-38;-37;-37;-37;-37;-38;-39;-40;-42
-43;-42;-41;-40;-39;-39;-39;-39;-39;-41;-43;-48;-63;-49;-44;-42;-40;-39;-39;-39;-39;-39;-39;-40;-42;-43
-45;-44;-43;-42;-42;-41;-41;-41;-42;-43;-45;-48;-56;-59;-50;-46;-44;-43;-42;-42;-42;-42;-42;-43;-44;-45
-47;-46;-45;-44;-44;-43;-43;-44;-44;-46;-48;-52;-62;-57;-51;-47;-46;-44;-44;-44;-44;-44;-44;-45;-46;-47
